Orig,Route String,Dest,Hours1,Hours2,Hours3,Type,Area,Altitude,Aircraft,Direction,Seq,DCNTR,ACNTR
MCI,MCI J24 STL J8 DACOS JARLO GIBBZ5 IAD,IAD,,,,SHD,TRAFFIC OVERFLYING KANSAS CITY (MCI) VORTAC TO WASHINGTON DULLES (IAD),,,,4,ZKC,ZDC
MCO,MCO MZULO3 ETECK PELCN Y309 FLRDA SAGGY CHIEZ Q133 KALDA Q167 YAZUU SHAUP Q445 KYSKY DEEPO2 ACK,ACK,,,,H,,,,WATER,1,ZJX,ZBW
MCO,MCO FATHE3 VIYAP Q87 JROSS Q135 RREGG Q117 SAWED Q97 ZJAAY RADDS SIE ACY,ACY,,,,H,,,,,1,ZJX,ZDC
MCO,MCO MZULO3 LENDS GRUBR Y299 SEELO WAALT Q131 EARZZ JAMIE CONFR Q133 LLUND TRUDE V487 CANAN ALB,ALB,,,,H,TO ALB.SCH,,,WATER,1,ZJX,ZBW
MCO,MCO FATHE3 VIYAP Q87 GEARS BBOBO Q22 LLUND TRUDE V487 CANAN ALB,ALB,,,,H,TO ALB.SCH,,,,2,ZJX,ZBW
MCO,MCO FATHE3 VIYAP Q87 JROSS ELLDE Q97 PAACK JAMIE CONFR Q133 LLUND TRUDE V487 CANAN ALB,ALB,,,,H,TO ALB.SCH,,,,3,ZJX,ZBW
MCO,MCO JEEMY3 PAINN SHRKS LAIRI LARZZ SITTH2 ATL,ATL,,,,H,,,,ATL EAST OPERATION,2,ZJX,ZTL
MCO,MCO JEEMY3 PAINN SHRKS LAIRI LARZZ JJEDI3 ATL,ATL,,,,H,,,,ATL WEST OPERATION,3,ZJX,ZTL
MCO,MCO OSPRY1 REMIS Y280 LEV LCH WEEED WLEEE7 AUS,AUS,,,,H,,,,,1,ZJX,ZHU
MCO,MCO MZULO3 ETECK PELCN ROWSY V494 VIRST M201 VEGAA BDA,BDA,,,,SHD,TRAFFIC DEPARTING MCO TO EUROPEAN DESTINATIONS,,,DEEP OCEAN,1,ZJX,
MCO,MCO MZULO3 LENDS GRUBR Y299 SEELO WAALT Q131 EARZZ JAMIE CONFR Q481 DPK DPK3 BDL,BDL,,,,H,TO BAF.BDL.CEF,,,WATER,1,ZJX,ZBW
MCO,MCO FATHE3 VIYAP Q87 GEARS BBOBO Q22 RBV Q419 DPK DPK3 BDL,BDL,1000-1459,,,H,TO BAF.BDL.CEF,,,,2,ZJX,ZBW
MCO,MCO FATHE3 VIYAP Q87 JROSS ELLDE Q97 PAACK JAMIE CONFR Q481 DPK DPK3 BDL,BDL,1500-0300,,,H,TO BAF.BDL.CEF,,,,3,ZJX,ZBW
MCO,MCO MZULO3 ETECK PELCN Y309 FLRDA SAGGY CHIEZ Q133 KALDA Q97 HEADI ORW DREEM2 BED,BED,,,,H,TO BED.BVY.LWM,,,WATER,1,ZJX,ZBW
MCO,MCO FATHE3 VIYAP Q87 JROSS JOHAR Q109 DFENC SAWED Q97 CCC ORW DREEM2 BED,BED,,,,H,TO BED.BVY.LWM,,,,2,ZJX,ZBW
MCO,MCO RDSOX1 JFRYS PATOY Q116 DEEDA WANDS BHM,BHM,,,,H,,,,,1,ZJX,ZTL
MCO,MCO RDSOX1 JFRYS BRUTS Q118 THRSR WESSN JAGIR SWFFT2 BNA,BNA,,,,H,,,,,1,ZJX,ZME
MCO,MCO MZULO3 LENDS GRUBR Y299 SEELO WAALT Q131 EARZZ JAMIE CONFR Q133 JFK ROBUC3 BOS,BOS,,,,H,,,,WATER,1,ZJX,ZBW
MCO,MCO FATHE3 VIYAP Q87 JROSS ELLDE Q97 PAACK JAMIE CONFR Q133 JFK ROBUC3 BOS,BOS,1500-0300,,,H,,,,,2,ZJX,ZBW
MCO,MCO FATHE3 VIYAP Q87 GEARS BBOBO Q22 RBV Q419 JFK ROBUC3 BOS,BOS,1000-1459,,,H,,,,,3,ZJX,ZBW
MCO,MCO MZULO3 ETECK PELCN ROWSY Y494 YAALE Y495 OWENZ SHERL HTO ROBUC ROBUC3 BOS,BOS,,,,H,,,,DEEP OCEAN,4,ZJX,ZBW
MCO,MCO FATHE3 VIYAP Q69 RICCS EWC DKK BUF,BUF,,,,H,,,,,1,ZJX,ZOB
MCO,MCO MZULO3 LENDS GRUBR Y299 SEELO GARIC ZORDO Q111 RUKRR THHMP RAVNN8 BWI,BWI,,,,H,TO BWI.DMW.MTN,,,WATER,1,ZJX,ZDC
MCO,MCO FATHE3 VIYAP Q87 RAYVO Q113 AARNN THHMP RAVNN8 BWI,BWI,,,,H,TO BWI.DMW.MTN,,,,2,ZJX,ZDC
MCO,MCO FATHE3 VIYAP Q69 GURGE Q93 QUIWE SPA J85 HVQ JANYS ROLLN2 CLE,CLE,,,,H,,,,,1,ZJX,ZOB
MCO,MCO FATHE3 VIYAP CHECR STOCR4 CLT,CLT,,,,H,,,,,2,ZJX,ZTL
MCO,MCO JEEMY3 PAINN SHRKS Q77 WIGVO IRQ SPA MCGNS SCRLT2 CMH,CMH,,,,H,,,,,1,ZJX,ZID
MCO,MCO JEEMY3 PAINN SHRKS Q77 WIGVO IRQ J99 VXV JAKIE6 CVG,CVG,,,,H,,,,,1,ZJX,ZID
MCO,MCO MZULO3 LENDS GRUBR Y299 SEELO WAALT Q131 EARZZ JAMIE CONFR Q133 LLUND CAM JASDU PBERG CARTR1 CYUL,CYUL,,,,H,,,,WATER,1,ZJX,CZU
MCO,MCO FATHE3 VIYAP Q87 JROSS ELLDE Q97 PAACK JAMIE CONFR Q133 LLUND CAM JASDU PBERG CARTR1 CYUL,CYUL,,,,H,,,,,2,ZJX,CZU
MCO,MCO FATHE3 VIYAP Q69 RICCS OXMAN LINNG-STAR CYYZ,CYYZ,,,,H,,,,,2,ZJX,CZY
MCO,MCO FATHE3 VIYAP Q87 RAYVO Q113 AARNN WAVES CAPSS3 DCA,DCA,,,,H,,,,,1,ZJX,ZDC
MCO,MCO MZULO3 LENDS GRUBR Y299 SEELO GARIC RANAY TANJA WAVES CAPSS3 DCA,DCA,,,,H,,,,WATER,2,ZJX,ZDC
MCO,MCO RDSOX1 JFRYS PATOY Q116 MEMFS MEM RZC PER GCK KIISS CLASH4 DEN,DEN,,,,H,,,,,1,ZJX,ZDV
MCO,MCO JEEMY3 PAINN SHRKS Q77 WIGVO IRQ SPA HNN SUBWY CRAKN2 DTW,DTW,,,,H,,,,DTW SOUTH FLOW,1,ZJX,ZOB
MCO,MCO JEEMY3 PAINN SHRKS Q77 WIGVO IRQ SPA HNN SUBWY HTROD2 DTW,DTW,,,,H,,,,DTW NORTH FLOW,2,ZJX,ZOB
MCO,MCO MZULO3 LENDS GRUBR Y299 SEELO GARIC Q129 AARNN QUART PHLBO4 EWR,EWR,,,,H,,,,WATER,1,ZJX,ZNY
MCO,MCO FATHE3 VIYAP Q87 ALWZZ OGRAE Q99 QUART PHLBO4 EWR,EWR,,,,H,,,,,2,ZJX,ZNY
MCO,MCO MZULO3 ETECK PELCN ROWSY Y494 YAALE Y497 SUBBS CYN GXU RBV V249 METRO EWR,EWR,,,,H,,,,DEEP OCEAN,4,ZJX,ZNY
MCO,MCO RSW V539 KARTR GIGIH EYW,EYW,1030-0300,,,L,,,,,1,ZJX,ZMA
MCO,MCO DDANY3 JIPOD CUUDA3 FLL,FLL,,,,H,,,,,1,ZJX,ZMA
MCO,MCO VALKA T345 MARKT FLL,FLL,,,,L,,,PROPS ONLY,,1,ZJX,ZMA
MCO,MCO MZULO3 ETECK PELCN Y309 FLRDA SAGGY CHIEZ Q133 KALDA Q97 BYSEL RADDS Q439 SARDI CCC DPK FRG,FRG,,,,H,,,,WATER,1,ZJX,ZNY
MCO,MCO FATHE3 VIYAP Q87 JROSS JOHAR Q109 DFENC SAWED Q97 BYSEL RADDS Q439 SARDI CCC DPK FRG,FRG,,,,H,,,,,2,ZJX,ZNY
MCO,MCO OSPRY1 REMIS Y280 LEV BAYYY5 HOU,HOU,,,,H,,,,HOU EAST FLOW,1,ZJX,ZHU
MCO,MCO RDSOX1 JFRYS PATOY Q116 JAWJA CABLO DEFUN J2 SJI BAYYY5 HOU,HOU,,,,H,,,,HOU EAST FLOW,2,ZJX,ZHU
MCO,MCO OSPRY1 REMIS Y280 LEV PUCKS4 HOU,HOU,,,,H,,,,HOU WEST FLOW,3,ZJX,ZHU
MCO,MCO RDSOX1 JFRYS PATOY Q116 JAWJA CABLO DEFUN J2 PUCKS4 HOU,HOU,,,,H,,,,HOU WEST FLOW,4,ZJX,ZHU
MCO,MCO MZULO3 ETECK PELCN Y309 FLRDA SAGGY CHIEZ Q133 KALDA Q108 SIE BOUNO5 HPN,HPN,,,,H,,,,WATER,1,ZJX,ZNY
MCO,MCO MZULO3 LENDS GRUBR Y299 SEELO GARIC Q129 YERBA MAYKR TRSSK CAVLR6 IAD,IAD,,,,H,,,,WATER,1,ZJX,ZDC
MCO,MCO FATHE3 VIYAP Q87 ALWZZ OGRAE BZNGA DORRN CAVLR6 IAD,IAD,,,,H,,,,,2,ZJX,ZDC
MCO,MCO OSPRY1 REMIS Y280 LEV NNCEE2 IAH,IAH,,,,H,,,,IAH EAST FLOW,1,ZJX,ZHU
MCO,MCO RDSOX1 JFRYS PATOY Q116 JAWJA CABLO DEFUN J2 SJI NNCEE2 IAH,IAH,,,,H,,,,IAH EAST FLOW,2,ZJX,ZHU
MCO,MCO OSPRY1 REMIS Y280 LEV LINKK1 IAH,IAH,,,,H,,,,IAH WEST FLOW,3,ZJX,ZHU
MCO,MCO RDSOX1 JFRYS PATOY Q116 JAWJA CABLO DEFUN J2 SJI LINKK1 IAH,IAH,,,,H,,,,IAH WEST FLOW,4,ZJX,ZHU
MCO,MCO RDSOX1 JFRYS BRUTS Q118 THRSR Q79 SWAPP HAGAL GIIBS4 IND,IND,,,,H,,,,,1,ZJX,ZID
MCO,MCO MZULO3 ETECK PELCN Y309 FLRDA SAGGY CHIEZ Q133 KALDA Q97 BYSEL RADDS Q439 SARDI CCC ISP,ISP,,,,H,,,,WATER,1,ZJX,ZNY
MCO,MCO MZULO3 ETECK PELCN Y309 FLRDA SAGGY CHIEZ Q133 KALDA Q108 SIE CAMRN4 JFK,JFK,,,,H,,,,WATER,1,ZJX,ZNY
MCO,MCO FATHE3 VIYAP Q87 JROSS JOHAR Q109 DFENC SAWED Q108 SIE CAMRN4 JFK,JFK,,,,H,,,,,2,ZJX,ZNY
MCO,MCO MZULO3 ETECK PELCN ROWSY Y494 YAALE Y495 CAMRN JFK,JFK,,,,H,,,,DEEP OCEAN,3,ZJX,ZNY
MCO,MCO FATHE3 VIYAP Q87 HURTS PROUD2 LGA,LGA,,,,H,,,,,1,ZJX,ZNY
MCO,MCO MZULO3 LENDS GRUBR Y299 SEELO GARIC Q107 HURTS PROUD2 LGA,LGA,,,,H,,,,WATER,2,ZJX,ZNY
MCO,MCO RDSOX1 JFRYS BRUTS Q118 THRSR Q79 IIU DROSE FISSK6 MDW,MDW,,,,H,,,,,1,ZJX,ZAU
MCO,MCO MZULO3 LENDS GRUBR Y299 SEELO WAALT Q131 EARZZ JAMIE CONFR Q133 GANDE SMYTH ROZZE2 MHT,MHT,,,,H,,,,WATER,1,ZJX,ZBW
MCO,MCO DDANY3 DDANY CSTAL2 MIA,MIA,,,,H,,,,,1,ZJX,ZMA
MCO,MCO VALKA T345 MARKT MIA,MIA,,,,L,,,PROPS ONLY,,1,ZJX,ZMA
MCO,MCO DDANY3 DDANY CSTAL2 MIA,MIA,,,,L,TO 07FA.HST.MIA.TMB.X51,,,,2,ZJX,ZMA
MCO,MCO MZULO3 LENDS GRUBR Y299 SEELO GARIC ZORDO Q111 SWNGR JAIKE4 MMU,MMU,,,,H,TO 47N.CDW.LDJ.MMU.SMQ.TEB,,,WATER,1,ZJX,ZNY
MCO,MCO RDSOX1 JFRYS BRUTS Q118 THRSR Q79 IIU J89 OBK KAMMA KKILR3 MSP,MSP,,,,H,,,,,2,ZJX,ZMP
MCO,MCO RDSOX1 JFRYS PATOY Q116 VLKNN GETME J151 STL IOW MNOSO BLUEM4 MSP,MSP,,,,H,,,,,3,ZJX,ZMP
MCO,MCO FSHUN3 PLUMR RSW KARTR LULLS Y196 CANOA MUFH,MUFH,,,,SHD,TRAFFIC DEPARTING MCO ENTERING HAVANA FIR(MUFH) AT CANOA,,,SOUTHBOUND,1,ZJX,
MCO,MCO FSHUN3 PLUMR RSW FEMID Q79 MCLAW Y442 FUNDI MUFH,MUFH,,,,SHD,TRAFFIC DEPARTING MCO ENTERING HAVANA FIR(MUFH) BTN MAXIM AND TANIA,,,SOUTHBOUND,2,ZJX,
MCO,MCO FSHUN3 PLUMR RSW KARTR LULLS Y262 MAXIM MUFH,MUFH,,,,SHD,TRAFFIC DEPARTING MCO ENTERING HAVANA FIR(MUFH) AT MAXIM,,,SOUTHBOUND,3,ZJX,
MCO,MCO RDSOX1 JFRYS BRUTS Q118 HEVAN BONNT VEECK5 ORD,ORD,,,,H,,,,,1,ZJX,ZAU
MCO,MCO DEARY SHEDS PHK PBI,PBI,1030-0300,,,L,,,PROPS ONLY,PBI EAST OPS,2,ZJX,ZMA
MCO,MCO DDANY3 BORRD CPTAN3 PBI,PBI,,,,L,TO 06FA.BCT.FXE.PBI.PMP,,,,3,ZJX,ZMA
MCO,MCO DEARY T336 VALKA RASAE PBI,PBI,,,,L,,,PROPS ONLY,PBI WEST OPS,4,ZJX,ZMA
MCO,MCO MZULO3 ETECK PELCN Y309 FLRDA IDOLS SKARP Q101 KALDA ZJAAY JIIMS4 PHL,PHL,,,,H,TO ILG.MQS.PHL.PNE.TTN,,,WATER,1,ZJX,ZNY
MCO,MCO FATHE3 VIYAP Q87 JROSS Q135 RREGG Q117 SAWED Q97 ZJAAY JIIMS4 PHL,PHL,,,,H,TO ILG.MQS.PHL.PNE.TTN,,,,2,ZJX,ZNY
MCO,MCO FATHE3 VIYAP Q69 RICCS LEJOY DEMME5 PIT,PIT,,,,H,,,,,1,ZJX,ZOB
MCO,MCO MZULO3 ETECK PELCN Y309 FLRDA SAGGY CHIEZ Q133 KALDA Q167 ORCHA JORDN JORDN2 PVD,PVD,,,,H,,,,WATER,1,ZJX,ZBW
MCO,MCO FATHE3 VIYAP Q69 GURGE PETTO DMSTR2 RDU,RDU,,,,H,,,,,1,ZJX,ZDC
MCO,MCO FATHE3 VIYAP Q87 NOWAE NEAVL DUCXS5 RIC,RIC,,,,H,,,,,1,ZJX,ZDC
MCO,MCO OSPRY1 REMIS Y280 LEV CAAGE QERVO1 SAT,SAT,,,,H,TO SAT. BAZ. CVB. PEZ. RND. SSF. SKF. 5C1,,,,1,ZJX,ZHU
MCO,MCO RDSOX1 JFRYS PATOY Q116 JAWJA CABLO DEFUN J2 LCH CAAGE QERVO1 SAT,SAT,,,,H,TO SAT. BAZ. CVB. PEZ. RND. SSF. SKF. 5C1,,,,2,ZJX,ZHU
MCO,MCO JEEMY3 PAINN SHRKS WIGVO GLAZR LEDDL1 SDF,SDF,,,,H,,,,,1,ZJX,ZID
MCO,MCO RDSOX1 JFRYS PATOY Q116 VLKNN GETME J151 VISQA BOOSH3 STL,STL,,,,H,,,,,1,ZJX,ZKC
MCO,MCO MZULO3 LENDS GRUBR Y299 SEELO WAALT Q131 EARZZ JAMIE CONFR Q481 DPK HUD4 SWF,SWF,,,,H,TO POU.SWF,,,WATER,1,ZJX,ZNY
MCO,MCO FATHE3 VIYAP Q69 RICCS JST NABOR SYR,SYR,,,,H,,,,,1,ZJX,ZBW
MCO,MCO MZULO3 ETECK PELCN ROWSY Y494 YAALE Y497 SUBBS CYN GXU RBV V249 METRO TEB,TEB,,,,H,,,,DEEP OCEAN,1,ZJX,ZNY
MCO,MCO FATHE3 VIYAP Q87 GEARS SWNGR JAIKE4 TEB,TEB,,,,H,TO 47N.CDW.LDJ.MMU.SMQ.TEB,,,,2,ZJX,ZNY
MCO,MCO MZULO3 LENDS GRUBR Y299 SEELO GARIC ZORDO Q111 SWNGR JAIKE4 TEB,TEB,,,,H,TO 47N.CDW.LDJ.MMU.SMQ.TEB,,,WATER,3,ZJX,ZNY
MCO,MCO GUURR DADES DADES2 TPA,TPA,,,,L,,,,,1,ZJX,ZMA
MDCS,MDCS MALVN Y396 RUMFO Y441 ZQA OLAHS3 FLL,FLL,,,,SHD,TRAFFIC ARRIVING FLL METRO ORIGINATING SANTO DOMINGO UIR(MDCS),,,NORTHBOUND,1,,ZMA
MDCS,MDCS MALVN RUMFO ZQA DEKAL9 FLL,FLL,,,,SHD,TRAFFIC ARRIVING FORT LAUDERDALE METRO ORIGINATING SANTO DOMINGO UIR(MDCS),,NON GNSS EQUIPPED,NORTHBOUND,2,,ZMA
MDCS,MDCS ALBBE Y374 RUMFO Y441 ZQA OLAHS3 FLL,FLL,,,,SHD,TRAFFIC ARRIVING FLL METRO AREA ORIGINATING SANTO DOMINGO UIR(MDCS),,,NORTHBOUND,4,,ZMA
MDCS,MDCS ALBBE RUMFO ZQA DEKAL9 FLL,FLL,,,,SHD,TRAFFIC ARRIVING FORT LAUDERDALE METRO ORIGINATING SANTO DOMINGO UIR(MDCS),,NON GNSS EQUIPPED,NORTHBOUND,5,,ZMA
MDCS,MDCS MALVN Y396 RUMFO Y443 SUMAC Y280 OCTAL RIDES2 MCO,MCO,,,,SHD,TRAFFIC ARRIVING ORLANDO METRO AREA ORIGINATING SANTO DOMINGO UIR(MDCS),,,NORTHBOUND,1,,ZJX
MDCS,MDCS ALBBE Y374 RUMFO Y443 SUMAC Y280 OCTAL RIDES2 MCO,MCO,,,,SHD,TRAFFIC ARRIVING ORLANDO METRO AREA ORIGINATING SANTO DOMINGO UIR(MDCS),,,NORTHBOUND,2,,ZJX
MDCS,MDCS MALVN MADIZ VIICE2 MIA,MIA,,,,SHD,TRAFFIC ARRIVING MIA METRO AREA ORIGINATING SANTO DOMINGO UIR(MDCS),,,NORTHBOUND,1,,ZMA
MDCS,MDCS MALVN MADIZ FOWEE FOWEE2 MIA,MIA,,,,SHD,TRAFFIC ARRIVING MIAMI METRO ORIGINATING SANTO DOMINGO UIR(MDCS),,NON GNSS EQUIPPED,NORTHBOUND,2,,ZMA
MDCS,MDCS ALBBE Y589 MADIZ VIICE2 MIA,MIA,,,,SHD,TRAFFIC ARRIVING MIA METRO AREA ORIGINATING SANTO DOMINGO UIR(MDCS),,,NORTHBOUND,3,,ZMA
MDCS,MDCS ALBBE MADIZ FOWEE FOWEE2 MIA,MIA,,,,SHD,TRAFFIC ARRIVING MIA METRO AREA ORIGINATING SANTO DOMINGO UIR(MDCS),,,NORTHBOUND,4,,ZMA
MDCS,MDCS MALVN Y396 RUMFO Y443 SUMAC ISAAC MAHHI3 PBI,PBI,,,,SHD,TRAFFIC ARRIVING WEST PALM BEACH METRO ORIGINATING SANTO DOMINGO UIR(MDCS),,,NORTHBOUND,1,,ZMA
MDCS,MDCS ALBBE Y374 RUMFO Y443 SUMAC ISAAC MAHHI3 PBI,PBI,,,,SHD,TRAFFIC ARRIVING WEST PALM BEACH METRO ORIGINATING SANTO DOMINGO UIR(MDCS),,,NORTHBOUND,2,,ZMA
MDSD,MDSD LERED LETON L451 JAINS Y327 SKARP Q101 KALDA ZJAAY RADDS SIE ACY,ACY,,,,H,FROM SANTO DOMINGO(DOMINICAN REPUBLIC TERMINALS),,,,1,ZSA,ZDC
MDSD,MDSD LERED LNHOM L452 OXANA AR8 ECG KALDA ZJAAY RADDS SIE ACY,ACY,,,,H,FROM SANTO DOMINGO(DOMINICAN REPUBLIC TERMINALS),,,,2,ZSA,ZDC
MDSD,MDSD MALVN Y396 RUMFO Y374 NUCAR Y307 CARPX Y323 RROOO PRTHR Y327 SKARP Q101 KALDA ZJAAY RADDS SIE ACY,ACY,,,,H,FROM SANTO DOMINGO(DOMINICAN REPUBLIC TERMINALS),,,,3,ZSA,ZDC
MDSD,MDSD LERED LETON L451 JAINS CLOWR WAALT Q131 EARZZ JAMIE CONFR Q481 DPK DPK3 BDL,BDL,,,,H,FROM SANTO DOMINGO(DOMINICAN REPUBLIC TERMINALS),,,DEEP OCEAN,1,ZSA,ZBW
MDSD,MDSD LERED LNHOM L452 OXANA AR8 ECG JAMIE CONFR Q481 DPK DPK3 BDL,BDL,,,,H,FROM SANTO DOMINGO(DOMINICAN REPUBLIC TERMINALS),,,DEEP OCEAN,2,ZSA,ZBW
MDSD,MDSD MALVN Y396 RUMFO Y374 NUCAR Y307 JAZZI WAALT Q131 EARZZ JAMIE CONFR Q481 DPK DPK3 BDL,BDL,,,,H,FROM SANTO DOMINGO(DOMINICAN REPUBLIC TERMINALS),,,DEEP OCEAN,3,ZSA,ZBW
MDSD,MDSD LERED LETON L451 JAINS CLOWR SAGGY CHIEZ Q133 KALDA Q97 HEADI ORW DREEM2 BED,BED,,,,H,FROM SANTO DOMINGO(DOMINICAN REPUBLIC TERMINALS),,,DEEP OCEAN,1,ZSA,ZBW
MDSD,MDSD LERED LNHOM L452 OXANA AR8 ECG KALDA Q97 HEADI ORW DREEM2 BED,BED,,,,H,FROM SANTO DOMINGO(DOMINICAN REPUBLIC TERMINALS),,,DEEP OCEAN,2,ZSA,ZBW
MDSD,MDSD LERED LAMER L453 SAUCR Y485 YAALE Y495 OWENZ HTO ORW DREEM2 BED,BED,,,,H,FROM SANTO DOMINGO(DOMINICAN REPUBLIC TERMINALS),,,,3,ZSA,ZBW
MDSD,MDSD LERED LUCTI L454 OKONU Y484 OWENZ HTO ORW DREEM2 BED,BED,,,,H,FROM SANTO DOMINGO(DOMINICAN REPUBLIC TERMINALS),,,,4,ZSA,ZBW
MDSD,MDSD MALVN Y396 RUMFO Y374 NUCAR Y307 JAZZI SAGGY CHIEZ Q133 KALDA Q97 HEADI ORW DREEM2 BED,BED,,,,H,FROM SANTO DOMINGO(DOMINICAN REPUBLIC TERMINALS) TO BED.BVY.LWM,,,,5,ZSA,ZBW
MDSD,MDSD LERED LUCTI L454 OKONU Y484 OWENZ ORCHA ORW BGR,BGR,,,,H,FROM SANTO DOMINGO(DOMINICAN REPUBLIC TERMINALS),,,,1,ZSA,ZBW
MDSD,MDSD LERED LAMER L453 SAUCR Y485 YAALE Y495 OWENZ ORCHA ORW BGR,BGR,,,,H,FROM SANTO DOMINGO(DOMINICAN REPUBLIC TERMINALS),,,,2,ZSA,ZBW
MDSD,MDSD LERED LNHOM L452 OXANA AR8 ECG KALDA Q97 CCC FOXWD BOS BGR,BGR,,,,H,FROM SANTO DOMINGO(DOMINICAN REPUBLIC TERMINALS),,,,3,ZSA,ZBW
MDSD,MDSD LERED LETON L451 JAINS CLOWR WAALT Q131 EARZZ JAMIE CONFR Q133 JFK ROBUC3 BOS,BOS,,,,H,FROM SANTO DOMINGO(DOMINICAN REPUBLIC TERMINALS),,,,1,ZSA,ZBW
MDSD,MDSD LERED LNHOM L452 OXANA AR8 ECG JAMIE CONFR Q133 JFK ROBUC3 BOS,BOS,1100-0300,,,H,FROM SANTO DOMINGO(DOMINICAN REPUBLIC TERMINALS),,,,4,ZSA,ZBW
MDSD,MDSD LERED LAMER L453 SAUCR Y485 SILLY JENYY BORQE FERNZ OOSHN5 BOS,BOS,1100-0300,,,H,FROM SANTO DOMINGO(DOMINICAN REPUBLIC TERMINALS),,,,6,ZSA,ZBW
MDSD,MDSD MALVN Y396 RUMFO Y374 NUCAR Y307 JAZZI WAALT Q131 EARZZ JAMIE CONFR Q133 JFK ROBUC3 BOS,BOS,,,,H,FROM SANTO DOMINGO(DOMINICAN REPUBLIC TERMINALS),,,,7,ZSA,ZBW
MDSD,MDSD LERED LNHOM L452 OXANA AR8 ECG THHMP RAVNN8 BWI,BWI,,,,H,FROM SANTO DOMINGO(DOMINICAN REPUBLIC TERMINALS),,,,2,ZSA,ZDC
MDSD,MDSD LERED LETON L451 JAINS CLOWR GARIC ZORDO Q111 RUKRR THHMP RAVNN8 BWI,BWI,,,,H,FROM SANTO DOMINGO(DOMINICAN REPUBLIC TERMINALS) TO BWI.DMW.MTN,,,,4,ZSA,ZDC
MDSD,MDSD MALVN Y396 RUMFO Y374 NUCAR Y307 JAZZI GARIC ZORDO Q111 RUKRR THHMP RAVNN8 BWI,BWI,,,,H,FROM SANTO DOMINGO(DOMINICAN REPUBLIC TERMINALS) TO BWI.DMW.MTN,,,,6,ZSA,ZDC
MDSD,MDSD LERED LETON L451 JAINS Y436 DEDDY SCAMS HVQ JANYS ROLLN2 CLE,CLE,,,,H,FROM SANTO DOMINGO(DOMINICAN REPUBLIC TERMINALS),,,,1,ZSA,ZOB
MDSD,MDSD LERED LNHOM L452 OXANA AR8 ECG THEOO MOL J24 HVQ JANYS ROLLN2 CLE,CLE,,,,H,FROM SANTO DOMINGO(DOMINICAN REPUBLIC TERMINALS) TO CGF.CLE.LNN.LPR,,,,2,ZSA,ZOB
MDSD,MDSD MALVN Y396 RUMFO Y374 NUCAR Y307 JAZZI DIZNY Y436 DEDDY SCAMS HVQ JANYS ROLLN2 CLE,CLE,,,,H,FROM SANTO DOMINGO(DOMINICAN REPUBLIC TERMINALS),,,,3,ZSA,ZOB
MDSD,MDSD LERED LETON L451 JAINS Y436 PITRW STOCR4 CLT,CLT,,,,H,FROM SANTO DOMINGO(DOMINICAN REPUBLIC TERMINALS),,,,2,ZSA,ZTL
MDSD,MDSD MALVN Y396 RUMFO Y374 NUCAR Y307 JAZZI DIZNY Y436 PITRW STOCR4 CLT,CLT,,,,H,FROM SANTO DOMINGO(DOMINICAN REPUBLIC TERMINALS),,,,4,ZSA,ZTL
MDSD,MDSD LERED LETON L451 JAINS Y436 DEDDY QUIWE BENBY CUBIM JAKIE6 CVG,CVG,,,,H,FROM SANTO DOMINGO(DOMINICAN REPUBLIC TERMINALS),,,,1,ZSA,ZID
MDSD,MDSD MALVN Y396 RUMFO Y374 NUCAR Y307 JAZZI DIZNY Y436 DEDDY QUIWE BENBY CUBIM JAKIE6 CVG,CVG,,,,H,FROM SANTO DOMINGO(DOMINICAN REPUBLIC TERMINALS),,,,3,ZSA,ZID
MDSD,MDSD LERED LNHOM L452 OXANA AR8 ECG THEOO MOL FAIIR GAVNN7 CVG,CVG,,,,H,FROM SANTO DOMINGO(DOMINICAN REPUBLIC TERMINALS),,,,4,ZSA,ZID
MDSD,MDSD LERED LAMER L453 SAUCR Y485 YAALE Y484 JFK LLUND CAM JASDU PBERG LATTS CYMX,CYMX,,,,H,FROM SANTO DOMINGO(DOMINICAN REPUBLIC TERMINALS),,,,1,ZSA,CZU
MDSD,MDSD LERED LUCTI L454 OKONU Y484 JFK SYR ART DEANS-STAR CYOW,CYOW,,,,H,FROM SANTO DOMINGO(DOMINICAN REPUBLIC TERMINALS),,,,1,ZSA,CZU
MDSD,MDSD LERED LAMER L453 SAUCR Y485 YAALE Y484 JFK SYR ART DEANS-STAR CYOW,CYOW,,,,H,FROM SANTO DOMINGO(DOMINICAN REPUBLIC TERMINALS),,,,2,ZSA,CZU
MDSD,MDSD LERED LNHOM L452 OXANA AR8 ECG SYR ART DEANS-STAR CYOW,CYOW,,,,H,FROM SANTO DOMINGO(DOMINICAN REPUBLIC TERMINALS),,,,3,ZSA,CZU
MDSD,MDSD LERED LETON L451 JAINS CLOWR GARIC Q129 THEOO AML Q227 STUBN SYR ART DEANS-STAR CYOW,CYOW,,,,H,FROM SANTO DOMINGO(DOMINICAN REPUBLIC AIRPORTS),,,,4,ZSA,CZU
MDSD,MDSD MALVN Y396 RUMFO Y374 NUCAR Y307 JAZZI GARIC Q129 AARNN FAK AML Q227 STUBN SYR ART DEANS-STAR CYOW,CYOW,,,,H,FROM SANTO DOMINGO(DOMINICAN REPUBLIC TERMINALS),,,,5,ZSA,CZU
